DateTime (UTC),Log_Quantity
2024-01-01 00:25:35,3.626840127663462
2024-01-01 00:36:11,4.6632907339506575
2024-01-01 00:36:11,0.07606673945953109
2024-01-01 00:36:11,4.6632907339506575
2024-01-01 00:51:59,2.4201401229504826
2024-01-01 00:51:59,0.007684901177318545
2024-01-01 00:51:59,2.4201401229504826
2024-01-01 02:10:35,5.122615231100391
2024-01-01 02:10:35,5.122615231100391
2024-01-01 05:28:47,3.325373495899947
2024-01-01 07:05:11,2.5613542910275005
2024-01-01 07:05:11,2.5613542910275005
2024-01-01 08:04:11,4.583925525923907
2024-01-01 10:30:59,1.4816045409242156
2024-01-01 10:47:35,1.791759469228055
2024-01-01 11:08:47,3.042062059317214
2024-01-01 11:08:47,3.042062059317214
2024-01-01 12:26:35,6.536289457652653
2024-01-01 12:26:35,0.41771395566842506
2024-01-01 12:26:35,6.032733858824339
2024-01-01 12:26:35,0.27236319061346914
2024-01-01 12:26:35,6.032733858824339
2024-01-01 12:26:35,6.536289457652653
2024-01-01 12:46:35,6.5367708127362505
2024-01-01 12:46:35,6.032733858824339
2024-01-01 12:46:35,6.032733858824339
2024-01-01 12:46:35,6.554338309823066
2024-01-01 12:46:35,0.4239223944754952
2024-01-01 13:44:47,4.896781370987918
2024-01-01 13:44:47,0.09532722919750224
2024-01-01 13:44:47,4.896781370987918
2024-01-01 13:44:47,4.896781370987918
2024-01-01 14:28:11,1.609761892125274
2024-01-01 14:51:59,3.2411696213085412
2024-01-01 14:51:59,3.2411696213085412
2024-01-01 15:09:47,1.1696066199152444
2024-01-01 15:09:47,0.0016704174407981554
2024-01-01 15:09:47,1.1696066199152444
2024-01-01 16:04:47,3.2124120403894945
2024-01-01 16:05:11,2.3108011713043934
2024-01-01 16:05:11,2.3108011713043934
2024-01-01 17:21:59,5.7523401321245595
2024-01-01 17:43:23,6.706250902771409
2024-01-01 17:43:23,6.483413115104284
2024-01-01 17:43:23,5.101694025043217
