Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,Quantity,Method,Z-Score
0x2f13bc940e171dde308dcd973eec460854bd9326041d4d1e12a39bd2d24062e5,20044380,1717816751,2024-06-08 03:19:11,0x87c4c54ec71a4aa6378fd00b1971e1dfced4d272,0xe37e799d5077682fa0a244d46e5649f71457bd09,759.4379346183232,Swap,0.04761927451724114
0x34523671e7983d668b12c0ae2929bf3657c044f87936286d7c0e8f74ff4b196e,20044690,1717820483,2024-06-08 04:21:23,0x0000000000000000000000000000000000000000,0x6889de313803839ce3e15996a86167f639b4a634,5500.0,Finalise Near To Eth Transfer,0.6395566520215269
0x324a9ed5ba9bd3cced15de178249196fb7d41f6ca330e6a03a21e93a566f7393,20046975,1717848059,2024-06-08 12:00:59,0x0000000000000000000000000000000000000000,0xbc6a5cfcf24eacda3c25c042494ef21b77165738,2500.0,Finalise Near To Eth Transfer,0.2649571619144648
0x9c50e5e18522d71f5e361c42557f0f01c22cde8728cbf1040273d83a445061eb,20047693,1717856723,2024-06-08 14:25:23,0x7dbbe05001caccb906a1c888838c97469e0d88b3,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,1833.61439717051,0x415565b0,0.1817479262362601
0x9c50e5e18522d71f5e361c42557f0f01c22cde8728cbf1040273d83a445061eb,20047693,1717856723,2024-06-08 14:25:23,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,825.1264787267335,0x415565b0,0.05582157289353639
0x9c50e5e18522d71f5e361c42557f0f01c22cde8728cbf1040273d83a445061eb,20047693,1717856723,2024-06-08 14:25:23,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,825.1264787267335,0x415565b0,0.05582157289353639
0xf077d5b85c21bf7bffe540bff79ecfc1bdce257aa9bdb134903078408be944b2,20048097,1717861607,2024-06-08 15:46:47,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,849.4671581328249,-,0.058860908258330166
0x205755a9c8ba34346d8ed55fc67908566999b5bd549f767e7fccad027701a7e7,20048097,1717861607,2024-06-08 15:46:47,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,849.467122804823,-,0.05886090384704633
0xe4e3322f3a316f0ddf3d575bf5ddcdb0e28ba1b1757032fd455440db8efa7bff,20049213,1717875095,2024-06-08 19:31:35,0x6889de313803839ce3e15996a86167f639b4a634,0x5f515f6c524b18ca30f7783fb58dd4be2e9904ec,1000.0,Swap,0.07765741686093376
0x82db0c9001a9c158a6e85e6ec609a582a2fb6c404e64617e8f7c8c3a129a908c,20049312,1717876283,2024-06-08 19:51:23,0x6889de313803839ce3e15996a86167f639b4a634,0xe37e799d5077682fa0a244d46e5649f71457bd09,1000.0,Swap,0.07765741686093376
0x259e4d4890620649640e94f14fd4a607d88f2a97f87b874ee7be5ed35c10de83,20049648,1717880315,2024-06-08 20:58:35,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x0b8a49d816cc709b6eadb09498030ae3416b66dc,1106.9478156457,Fill Order Args,0.09101161593058153
0x259e4d4890620649640e94f14fd4a607d88f2a97f87b874ee7be5ed35c10de83,20049648,1717880315,2024-06-08 20:58:35,0x0b8a49d816cc709b6eadb09498030ae3416b66dc,0xc063405b31505bc05defc13fc3d695a86bd942e3,1101.41517375279,Fill Order Args,0.09032077431990518
0x7696577c0cc294d3a40f338d77eff6c8004238f4e9cb4aa7ea5f2ac05aa9c537,20049667,1717880543,2024-06-08 21:02:23,0x6889de313803839ce3e15996a86167f639b4a634,0xe37e799d5077682fa0a244d46e5649f71457bd09,1000.0,Swap,0.07765741686093376
0x9ae91e02dc81573174e06eff2e21ba705202d6fd722d5afb294c06128c241feb,20052340,1717912799,2024-06-09 05:59:59,0x0000000000000000000000000000000000000000,0x6889de313803839ce3e15996a86167f639b4a634,5000.0,Finalise Near To Eth Transfer,0.5771234036703499
0x5aad074e7f2ae5a8c021feb716618a4c96a0ae165a5fa3ad91689021906c2ad3,20054852,1717943159,2024-06-09 14:25:59,0xbc9975535c7a3d07bed53d114837d542ae17d661,0x74de5d4fcbf63e00296fd95d33236b9794016631,1000.0,Swap,0.07765741686093376
0x5aad074e7f2ae5a8c021feb716618a4c96a0ae165a5fa3ad91689021906c2ad3,20054852,1717943159,2024-06-09 14:25:59,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xe37e799d5077682fa0a244d46e5649f71457bd09,1000.0,Swap,0.07765741686093376
0xb036babf5f189bd584ff488bc5da8e6357f8e2738425f9e083ecd4d355c87a93,20058911,1717992119,2024-06-10 04:01:59,0x6469b34a2a4723163c4902dbbdea728d20693c12,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,731.3878356256912,-,0.044116756923876954
0x19a2db4b3b1b8fa65d0f4d016f8b86ad7b687405a27e7af5976199fe192130dc,20058911,1717992119,2024-06-10 04:01:59,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,0x6469b34a2a4723163c4902dbbdea728d20693c12,738.318081780158,-,0.04498211248247018
