DateTime (UTC),Quantity
2024-01-01 00:25:35,36.5938370104031
2024-01-01 00:36:11,104.984274989402
2024-01-01 00:36:11,0.0790345859393244
2024-01-01 00:36:11,104.984274989402
2024-01-01 00:51:59,10.247435228278
2024-01-01 00:51:59,0.00771450581802616
2024-01-01 00:51:59,10.247435228278
2024-01-01 02:10:35,166.773563022689
2024-01-01 02:10:35,166.773563022689
2024-01-01 05:28:47,26.8093833938956
2024-01-01 07:05:11,11.9533480450423
2024-01-01 07:05:11,11.9533480450423
2024-01-01 08:04:11,96.897941809966
2024-01-01 10:30:59,3.4
2024-01-01 10:47:35,5.0
2024-01-01 11:08:47,19.9483955627233
2024-01-01 11:08:47,19.9483955627233
2024-01-01 12:26:35,688.722579227055
2024-01-01 12:26:35,0.518486257887368
2024-01-01 12:26:35,415.853090523899
2024-01-01 12:26:35,0.313063807169811
2024-01-01 12:26:35,415.853090523899
2024-01-01 12:26:35,688.722579227055
2024-01-01 12:46:35,689.054660614958
2024-01-01 12:46:35,415.853090523899
2024-01-01 12:46:35,415.853090523899
2024-01-01 12:46:35,701.284301423436
2024-01-01 12:46:35,0.527943012363942
2024-01-01 13:44:47,132.8582455507
2024-01-01 13:44:47,0.100018754492371
2024-01-01 13:44:47,132.8582455507
2024-01-01 13:44:47,132.8582455507
2024-01-01 14:28:11,4.00162016089131
2024-01-01 14:51:59,24.5636040044493
2024-01-01 14:51:59,24.5636040044493
2024-01-01 15:09:47,2.22072542005687
2024-01-01 15:09:47,0.00167181336516201
2024-01-01 15:09:47,2.22072542005687
2024-01-01 16:04:47,23.8389265209698
2024-01-01 16:05:11,9.08249922908207
2024-01-01 16:05:11,9.08249922908207
2024-01-01 17:21:59,313.926768902852
2024-01-01 17:43:23,816.5
2024-01-01 17:43:23,653.2
2024-01-01 17:43:23,163.299999999999
2024-01-01 18:32:47,119.58281816829
2024-01-01 18:32:47,100.202765855775
2024-01-01 18:32:47,119.582818096233
2024-01-01 19:26:35,810.034476469634
2024-01-01 19:26:35,0.609812654807754
2024-01-01 19:26:35,810.034476469634
2024-01-01 19:45:35,20.9346572681826
2024-01-01 19:46:35,12.2644878326378
2024-01-01 19:46:59,117.390567398836
2024-01-01 19:46:59,76.9157850145222
2024-01-01 19:46:59,117.390567326779
2024-01-01 19:53:11,7.68780608375214
2024-01-01 19:53:11,0.00578755790495769
2024-01-01 19:53:11,7.68780608375214
2024-01-01 20:00:47,5.89176217097756
2024-01-01 20:36:23,116.289410052174
2024-01-01 20:36:23,98.0597679195231
2024-01-01 20:36:23,116.289409980116
2024-01-01 20:36:35,115.963519756769
2024-01-01 20:36:35,0.0873000148733522
2024-01-01 20:48:47,46.7787133555502
2024-01-01 21:11:47,0.779
2024-01-01 21:26:59,0.999
2024-01-01 21:34:35,133.774238772899
2024-01-01 21:34:35,0.100708335337188
2024-01-01 21:34:35,133.774238772899
2024-01-01 22:07:47,98.5802562405309
2024-01-01 22:07:47,98.5802562405309
2024-01-01 22:08:47,207.309068877808
2024-01-01 22:08:47,0.156067053107509
2024-01-01 22:08:47,207.309068877808
2024-01-01 22:38:35,991.532433092949
2024-01-01 22:38:35,991.532433092949
2024-01-01 22:38:47,112.959250036883
2024-01-01 22:38:47,0.085038331269925
2024-01-01 23:08:11,65.760897174453
2024-01-01 23:16:23,116.918589293197
2024-01-01 23:16:23,50.4347931527446
2024-01-01 23:16:23,116.918589221139
2024-01-01 23:16:59,99.9404966815211
2024-01-01 23:16:59,0.0752375131855868
2024-01-01 23:25:11,54.0
2024-01-01 23:37:35,5.59947420074722
2024-01-01 23:37:35,5.59947420074722
2024-01-01 23:49:47,1.05858e-18
2024-01-02 00:22:35,199.441563621858
2024-01-02 00:22:35,199.441563621858
2024-01-02 00:33:35,1.05858e-18
2024-01-02 00:52:23,56.0205891668766
2024-01-02 00:52:23,0.0421735928483387
2024-01-02 00:52:23,56.0205891668766
2024-01-02 00:57:35,2.0
2024-01-02 01:00:47,0.999999999999999
2024-01-02 01:00:47,0.999999999999999
2024-01-02 01:09:35,0.999999999999999
2024-01-02 01:09:35,0.999999999999999
2024-01-02 01:13:47,56.0205891668766
2024-01-02 01:13:47,56.0205891668766
2024-01-02 01:31:59,137.591424067451
2024-01-02 01:31:59,484.001075548143
2024-01-02 01:31:59,0.364367183599605
2024-01-02 01:31:59,621.592499615594
