Transaction Hash,Blockno,UnixTimestamp,DateTime (UTC),From,To,Quantity,Method,Log_Quantity,Date
0xaff9c0cf5cfc4c060340adfae12fba96524e740e844d8cc0030106c19a2ce747,19548592,1711823891,2024-03-30 18:38:11,0x6889de313803839ce3e15996a86167f639b4a634,0xe37e799d5077682fa0a244d46e5649f71457bd09,1200.0,Swap,7.0909098220799835,2024-03-30
0xaff9c0cf5cfc4c060340adfae12fba96524e740e844d8cc0030106c19a2ce747,19548592,1711823891,2024-03-30 18:38:11,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,1032.0,Swap,6.940222469119639,2024-03-30
0x5385091f845be87366b3e3b093e48ee590273f294394f2fb429d52e990d7aafe,19551401,1711858043,2024-03-31 04:07:23,0x0000000000000000000000000000000000000000,0x65a8f07bd9a8598e1b5b6c0a88f4779dbc077675,800.0,Finalise Near To Eth Transfer,6.68586094706836,2024-03-31
0x45922b492b6c094f895d62251a770f9e957f9e3b0abca79506b63ae2fe5b6688,19552764,1711874543,2024-03-31 08:42:23,0xfbf30fc4ee985920fd6aa90f6dfe8db3c0e44763,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,999.9999999480691,Exec Transaction,6.908754779263342,2024-03-31
0x20c376dd3101e34cdd60a8faf1f102b67bf8548ecb18d73d031d27bcc4ca34b8,19552816,1711875179,2024-03-31 08:52:59,0xfbf30fc4ee985920fd6aa90f6dfe8db3c0e44763,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,26353.9686053412,Exec Transaction,10.179412098066484,2024-03-31
0x6017ff9b12800718cd3a6443f421d693815bf23a2b2570dacfd67f4cfb0e82bb,19552833,1711875383,2024-03-31 08:56:23,0xfbf30fc4ee985920fd6aa90f6dfe8db3c0e44763,0xf93f1a88fc3c99431599d16fbfd35a9299a70dd6,1393.5,Exec Transaction,7.240291207067544,2024-03-31
0x2d7774fb7e729a403a77d2ae5a51dfdf07fb10749418d94afa807a714a8b57f1,19552843,1711875503,2024-03-31 08:58:23,0xfbf30fc4ee985920fd6aa90f6dfe8db3c0e44763,0xf93f1a88fc3c99431599d16fbfd35a9299a70dd6,16025.25,Exec Transaction,9.681983281866911,2024-03-31
0xe39771f46b70dccbb8c986f955a4f1e465546b3b4bfe8ed071dcc8b7ec354d19,19553860,1711887935,2024-03-31 12:25:35,0xe37e799d5077682fa0a244d46e5649f71457bd09,0x1111111254eeb25477b68fb85ed929f73a960582,744.1819267649261,Swap,6.613628385568226,2024-03-31
0xe39771f46b70dccbb8c986f955a4f1e465546b3b4bfe8ed071dcc8b7ec354d19,19553860,1711887935,2024-03-31 12:25:35,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,744.1819267649261,Swap,6.613628385568226,2024-03-31
0xe39771f46b70dccbb8c986f955a4f1e465546b3b4bfe8ed071dcc8b7ec354d19,19553860,1711887935,2024-03-31 12:25:35,0x74de5d4fcbf63e00296fd95d33236b9794016631,0xfa8d90523fbdf01e589a761d8e16a7c414bcc77e,744.1819267649261,Swap,6.613628385568226,2024-03-31
0xc28be205605d1c1cb3e2b7780a3de7cc613efc9d6c872f6b83972ff912243abb,19555736,1711910783,2024-03-31 18:46:23,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xddeff60b28a7c0c165cd8e5bcac452884fd93e56,848.8683345993219,0x415565b0,6.745081437014659,2024-03-31
0xc33137a9baf408a86f37578b521b419b3d6d6a8184d44a0de506baf977cdd699,19557410,1711931075,2024-04-01 00:24:35,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,997.9791196725621,-,6.906733877201453,2024-04-01
0xeb4fa7845f19e3692f70c06b354a63589e9b024b4081bf128a84ed1dc3b4ce19,19557410,1711931075,2024-04-01 00:24:35,0x6b75d8af000000e20b7a7ddf000ba900b4009a80,0xee8aaa362a75fbf8e0a38a50ddc27f38551e16ea,997.976001773788,-,6.906730756111554,2024-04-01
0xda852e76c0bcf05fb2ed5feb159f75c8305bc8d7bd40ff0230a8e0cb53dbad82,19558001,1711938203,2024-04-01 02:23:23,0x4e368a1ce36853d4fdcb12d2dc32949c4c84c8e5,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,1370.51887772774,0x415565b0,7.223674074575851,2024-04-01
0xda852e76c0bcf05fb2ed5feb159f75c8305bc8d7bd40ff0230a8e0cb53dbad82,19558001,1711938203,2024-04-01 02:23:23,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,1370.51887772774,0x415565b0,7.223674074575851,2024-04-01
0x1b92bf659ab487a21eb29a7ace2fa71f9f60a709f65dc7dccaca7c1d2dd812c0,19558001,1711938203,2024-04-01 02:23:23,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,0x6469b34a2a4723163c4902dbbdea728d20693c12,867.5832547058105,-,6.76686344142745,2024-04-01
0xe551665ae0ca7a8d44908a44b81ee0c4d038884c5155b4fe3e02f9d024872dba,19559035,1711950755,2024-04-01 05:52:35,0x6889de313803839ce3e15996a86167f639b4a634,0xe37e799d5077682fa0a244d46e5649f71457bd09,1000.0,Swap,6.90875477931522,2024-04-01
0x11af26f4dd0715153d4b9afa3a5407dbfb74b622435afe78b295925ad26d5441,19559122,1711951835,2024-04-01 06:10:35,0x0000000000000000000000000000000000000000,0xaabe29d45a505c2cba87925276b65c50f56b060d,2841.0,Finalise Near To Eth Transfer,7.952263308657046,2024-04-01
0xb879f858718f2e3d09c2cd7dd2aeee536f104f4142bc35a5ef9758a8169b7ce2,19559430,1711955591,2024-04-01 07:13:11,0xaabe29d45a505c2cba87925276b65c50f56b060d,0x5b891572c8d62445513120e38278c81d5c2c54c5,1420.5,Transfer,7.259467931091055,2024-04-01
0x0039af61cf6c2ee44cc97907f4ece4f1da68fd7bef6a41d86d385cb9e254f5c5,19559440,1711955711,2024-04-01 07:15:11,0x5b891572c8d62445513120e38278c81d5c2c54c5,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,1420.5,Simple Swap,7.259467931091055,2024-04-01
0x0039af61cf6c2ee44cc97907f4ece4f1da68fd7bef6a41d86d385cb9e254f5c5,19559440,1711955711,2024-04-01 07:15:11,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,0x983dfba1c0724786598af0e63a9a6f94aabd24a1,1221.63,Simple Swap,7.108759555163689,2024-04-01
